Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	37721421	37722286	0	865	62.7141	0.0725019	774.768	0.895686	66.7814	0.077204	62.7141	774.768	6.96006	0.00804632	0	0	218883	9	217117	32350	17556	12726	0
chr1	37946053	37949749	1	3696	25836.8	6.99048	1150.59	0.311307	2048.74	0.554313	25836.8	1150.59	553.479	0.149751	396.249	0.10721	0	75322	0	589	569	330	0
chr1	37951126	37951794	1	668	1368.2	2.0482	365.616	0.54733	273.765	0.409827	1368.2	365.616	182.691	0.273489	76.4674	0.114472	990	80395	5052	1296	1282	0	0
chr1	38014064	38014526	0	462	1634.81	3.53854	0	0	0	0	1634.81	0	6.87252	0.0148756	1.96685	0.00425726	1514	58844	4091	5330	5310	1196	4695
chr1	38163983	38165625	0	1642	3863.24	2.35277	63.4198	0.0386235	2549.45	1.55265	3863.24	63.4198	20.5884	0.0125386	41.2559	0.0251254	96	29612	4734	5899	5879	3150	517
chr1	38221850	38223024	0	1174	576.413	0.490983	2688.78	2.29027	176.913	0.150692	576.413	2688.78	30.35	0.0258518	7.67552	0.00653792	39071	2124	2629	36612	486	164	2860
chr1	39012985	39013910	0	925	170.341	0.184153	679.042	0.7341	195.389	0.211232	170.341	679.042	10.6152	0.0114759	5.9965	0.0064827	291225	136893	10909	11346	11306	1484	5985
chr1	39078931	39079734	0	803	221.81	0.276226	1404.78	1.74942	311.788	0.388279	221.81	1404.78	21.1647	0.0263571	28.7832	0.0358446	225401	71069	34582	53527	4787	1710	26182
chr1	39510437	39511062	0	625	1547.79	2.47646	539.041	0.862465	393.832	0.630131	1547.79	539.041	20.3841	0.0326146	25.6171	0.0409873	8974	37111	17200	2474	2474	0	14132
chr1	40131795	40132087	0	292	68.4718	0.234493	97.2341	0.332993	87.5179	0.299719	68.4718	97.2341	67.4849	0.231113	59.8691	0.205031	74993	27420	5072	509	529	6149	0
chr1	40257825	40259159	0	1334	1337.55	1.00266	315.525	0.236526	150.436	0.11277	1337.55	315.525	33.3704	0.0250153	46.4369	0.0348103	32087	153450	1925	5757	2321	184	11539
chr1	40426988	40427433	1	445	314.023	0.70567	0	0	9.60746	0.0215898	314.023	0	9.7397	0.021887	21.7793	0.0489422	30	322613	434	5303	624	526	0
chr1	40960241	40960596	1	355	224.848	0.633375	0	0	0	0	224.848	0	9.06122	0.0255246	0.527692	0.00148646	3915	782851	13182	13700	13700	11924	2730
chr1	41131911	41132482	0	571	385.785	0.67563	203.617	0.356597	551.741	0.966272	385.785	203.617	34.027	0.0595919	23.4103	0.0409989	46863	610965	0	347	407	61	0
chr1	41231691	41236492	0	4801	25226	5.25432	1651.83	0.344061	569.652	0.118653	25226	1651.83	181.29	0.0377609	237.797	0.0495308	0	506955	3419	31544	1667	0	0
chr1	42010300	42011580	1	1280	705.292	0.551009	188.032	0.1469	273.862	0.213954	705.292	188.032	25.0606	0.0195786	4.55734	0.00356042	37975	82313	27769	28296	28276	955	21729
chr1	42312916	42313697	0	781	648.538	0.830394	527.762	0.675751	131.335	0.168163	648.538	527.762	21.5003	0.0275292	30.7501	0.0393727	263211	10884	40289	20459	20499	967	22515
chr1	42359301	42359772	1	471	81.9346	0.173959	92.1819	0.195715	54.4791	0.115667	81.9346	92.1819	6.60987	0.0140337	0	0	285237	57269	1587	1877	1997	404	40290
chr1	42495304	42496149	0	845	318.485	0.376905	440.517	0.521322	375.078	0.443879	318.485	440.517	5.02671	0.00594877	7.67552	0.00908346	148860	105197	4096	5147	5467	0	13909
chr1	42789672	42790187	1	515	362.522	0.703926	0	0	0	0	362.522	0	5.3842	0.0104547	20.2922	0.0394023	21371	175987	8671	10729	9151	354	2317
chr1	43273747	43274399	1	652	1007.49	1.54523	0	0	0	0	1007.49	0	9.68864	0.0148599	7.67552	0.0117723	22378	204859	7472	8217	7537	196	0
chr1	44334616	44334966	0	350	472.37	1.34963	101.776	0.290787	43.7564	0.125018	472.37	101.776	5.83653	0.0166758	5.27692	0.0150769	7724	236927	64174	15213	15292	11854	6405
chr1	44382877	44383425	1	548	0	0	57.656	0.105212	0	0	0	57.656	12.6069	0.0230053	14.7754	0.0269624	6872	188468	15715	28791	12520	3232	0
chr1	44725915	44726718	0	803	1116.38	1.39026	261.548	0.325714	31.5201	0.0392529	1116.38	261.548	18.0787	0.0225139	15.351	0.0191171	21682	108793	45879	21843	21851	96	3473
chr1	45103977	45106077	1	2100	10543.7	5.02079	877.807	0.418003	521.192	0.248187	10543.7	877.807	58.7155	0.0279598	88.0766	0.0419412	0	26158	5102	5913	5933	1034	2169
chr1	45260472	45262443	1	1971	246.699	0.125164	118.892	0.0603209	19.1563	0.00971909	246.699	118.892	38.0542	0.0193071	70.8067	0.0359242	5234	182653	3080	3353	876	0	0
chr1	45282001	45282840	1	839	343.493	0.409407	83.4733	0.0994915	0	0	343.493	83.4733	10.1264	0.0120696	30.2224	0.0360219	9199	204182	1896	2311	2036	0	11659
chr1	47241618	47242525	1	907	0	0	0	0	0	0	0	0	2.72858	0.00300835	0	0	60294	22893	56275	56654	50474	22818	23830
chr1	47269744	47270193	0	449	57.3593	0.127749	484.033	1.07802	449.771	1.00172	57.3593	484.033	18.6769	0.0415967	20.1962	0.0449805	88420	3197	84401	84780	58035	1918	16424
chr1	47981412	47982582	0	1170	721.424	0.616602	2085.4	1.78239	210.608	0.180007	721.424	2085.4	13.1322	0.0112241	26.8643	0.022961	80533	6969	70563	77728	7198	0	10126
chr1	48150747	48151210	0	463	98.3273	0.21237	474.069	1.02391	39.4893	0.08529	98.3273	474.069	12.7893	0.0276227	15.3511	0.0331556	249868	19737	239898	25046	23141	1008	6007
chr1	48583702	48584247	0	545	0	0	0	0	0	0	0	0	3.1955	0.0058633	0	0	682823	67110	353146	120118	24078	5168	7012
chr1	48948615	48949900	1	1285	0	0	91.0539	0.0708591	29.5546	0.0229997	0	91.0539	4.99753	0.00388913	0	0	1047736	28317	10122	10591	10591	3558	0
chr1	49635632	49636483	1	851	221.758	0.260585	306.77	0.360482	0	0	221.758	306.77	8.05441	0.00946465	24.8495	0.0292004	1268904	386387	697139	671479	76636	2509	9892
chr1	50413475	50414511	1	1036	0	0	84.2154	0.081289	0	0	0	84.2154	1.16731	0.00112674	15.8308	0.0152807	490876	155004	384337	303065	33751	1213	0
chr1	50631080	50631522	1	442	0	0	190.81	0.431697	0	0	0	190.81	2.11574	0.00478674	18.0855	0.0409173	273865	55405	167326	86054	32772	20247	0
chr1	50650595	50651240	0	645	187.455	0.290627	794.602	1.23194	129.997	0.201545	187.455	794.602	13.5699	0.0210387	7.67552	0.0119	254147	74920	147608	66336	13054	529	0
chr1	50962168	50962776	0	608	663.788	1.09176	124.773	0.205218	0	0	663.788	124.773	38.1272	0.0627091	26.6725	0.0438692	55687	73538	71372	5105	0	14483	8215
chr1	51183719	51184231	0	512	494.705	0.966222	339.726	0.663528	69.9934	0.136706	494.705	339.726	14.9124	0.0291257	22.0671	0.0430999	61819	295089	154970	5995	4325	4137	3883
chr1	51668429	51671015	0	2586	480.771	0.185913	352.798	0.136426	487.781	0.188624	480.771	352.798	234.789	0.0907924	354.513	0.137089	151269	115528	28966	0	0	10264	3488
chr1	51733877	51735294	0	1417	1683.96	1.1884	402.079	0.283753	1789.93	1.26318	1683.96	402.079	295.044	0.208217	479.192	0.338174	86990	74982	15743	0	0	0	0
chr1	51867462	51867914	1	452	212.396	0.469902	0	0	0	0	212.396	0	0.627427	0.00138811	0	0	634	56310	56808	8558	7591	5798	31441
chr1	51971715	51972073	0	358	110.683	0.30917	37.3591	0.104355	114.255	0.319148	110.683	37.3591	41.0308	0.114611	58.7177	0.164016	21901	160563	461	131	143	5504	0
chr1	52085424	52086022	0	598	1294.46	2.16465	226.179	0.378225	99.6371	0.166617	1294.46	226.179	5.53741	0.00925988	15.447	0.0258311	114785	274272	1747	2520	2040	4190	0
chr1	52359726	52363553	0	3827	1058.62	0.27662	3001.73	0.784355	1271.15	0.332153	1058.62	3001.73	111.244	0.0290683	152.935	0.0399621	24966	5549	14282	15122	0	0	25267
chr1	52510043	52510838	0	795	1297.6	1.6322	442.075	0.556069	82.5615	0.103851	1297.6	442.075	7.58749	0.00954401	14.3916	0.0181026	2620	140814	8902	10020	10038	6103	18779
chr1	52823938	52824390	0	452	3893.52	8.61398	352.535	0.779945	48.0842	0.106381	3893.52	352.535	43.2268	0.0956345	31.7575	0.0702599	0	274998	6080	7506	7506	1205	30363
chr1	53108195	53108674	0	479	366.404	0.764936	120.966	0.252538	55.0167	0.114857	366.404	120.966	19.1803	0.0400424	6.23636	0.0130195	34023	8616	4844	5011	4931	4782	0
chr1	53262364	53263502	1	1138	373.839	0.328505	41.6123	0.0365662	31.426	0.0276151	373.839	41.6123	9.94399	0.00873813	39.0972	0.0343561	11540	162785	44374	44874	44854	4256	11232
chr1	53323523	53324914	0	1391	1773.33	1.27486	0	0	45.1456	0.0324555	1773.33	0	24.9877	0.0179638	46.4849	0.0334183	541	201936	1012	1388	1342	1403	0
chr1	53478152	53481797	0	3645	1007.59	0.27643	622.52	0.170788	31367.2	8.60554	1007.59	622.52	275.236	0.0755107	278.238	0.0763341	16246	45053	0	0	0	1179	0
chr1	53770163	53770863	0	700	4026.81	5.75259	477.752	0.682504	4.06566	0.00580809	4026.81	477.752	40.3742	0.0576775	19.2847	0.0275496	0	92912	20201	21093	11499	3316	450
chr1	53817487	53818207	0	720	79.1248	0.109896	180.288	0.250399	0	0	79.1248	180.288	8.75479	0.0121594	7.67552	0.0106604	26665	45568	14787	6217	6163	999	7215
chr1	54310682	54311857	0	1175	688.698	0.586126	1542.14	1.31246	42.0849	0.0358169	688.698	1542.14	17.5023	0.0148956	31.5656	0.0268643	8137	106546	6080	6558	6558	1387	0
chr1	54741211	54741821	0	610	1004.77	1.64717	96.7667	0.158634	168.444	0.276138	1004.77	96.7667	16.1964	0.0265514	18.7091	0.0306706	3783	134301	73912	11194	11195	786	3010
chr1	55541277	55541847	0	570	673.692	1.18192	155.712	0.273178	102.951	0.180616	673.692	155.712	5.13614	0.00901078	2.97426	0.00521801	192	35217	135681	64429	49985	2069	0
chr1	55730079	55731147	0	1068	539.694	0.505332	943.691	0.883605	86.388	0.0808877	539.694	943.691	17.5388	0.0164221	36.4587	0.0341374	93840	51845	47887	12169	3935	7109	16832
chr1	55739274	55740162	0	888	382.789	0.431069	475.571	0.535553	0	0	382.789	475.571	14.6351	0.016481	7.67552	0.0086436	103035	42830	57082	3154	3094	96	7817
chr1	55943133	55943681	0	548	190.503	0.347632	1036.15	1.89078	101.304	0.184861	190.503	1036.15	6.85792	0.0125144	14.3916	0.0262621	306894	27606	260941	199669	5612	749	3970
chr1	55979850	55980827	0	977	236.162	0.241722	701.311	0.717821	67.9058	0.0695044	236.162	701.311	13.818	0.0141433	20.4361	0.0209172	343611	8429	297658	236386	30409	3412	9283
chr1	56127697	56133583	1	5886	1268.86	0.215572	1141.81	0.193987	221.902	0.0377	1268.86	1141.81	108.384	0.0184139	129.428	0.0219892	491458	73729	445505	384233	0	17945	0
chr1	56417293	56417862	0	569	0	0	78.2708	0.137559	110.951	0.194993	0	78.2708	2.07197	0.00364142	0	0	781054	194374	181457	109694	7068	479	22883
chr1	56749942	56750491	0	549	625.577	1.13949	324.858	0.591727	417.642	0.760733	625.577	324.858	18.7499	0.0341528	12.7606	0.0232433	1113703	137519	150234	45717	11410	4441	0
chr1	56973402	56974117	0	715	542.61	0.758896	2137.5	2.98951	371.166	0.519113	542.61	2137.5	14.3871	0.0201218	15.1112	0.0211345	1337163	38987	69682	18419	8199	0	23265
chr1	57187739	57189009	0	1270	246.159	0.193826	1148.92	0.904659	173.825	0.13687	246.159	1148.92	24.2946	0.0191296	8.92279	0.00702582	1551500	65359	50827	12408	12535	139	14356
chr1	57830256	57831331	1	1075	199.035	0.185149	435.175	0.404814	0	0	199.035	435.175	10.1556	0.00944704	33.8682	0.0315053	1114435	444831	590206	56959	1888	6090	6403
chr1	58071941	58072594	1	653	134.193	0.205502	322.463	0.493818	5.31024	0.00813207	134.193	322.463	8.79128	0.0134629	35.6912	0.0546572	873172	203568	831891	298644	59071	830	1775
chr1	58099419	58100699	0	1280	1112.74	0.86933	1631.85	1.27488	491.863	0.384268	1112.74	1631.85	9.86374	0.00770604	21.1077	0.0164904	845067	175463	859369	326122	86549	0	17808
chr1	58307744	58309248	0	1504	390.672	0.259755	1471.11	0.978133	221.892	0.147535	390.672	1471.11	16.5101	0.0109775	22.0671	0.0146723	636518	31441	701836	194900	83608	2480	24872
chr1	58330550	58331281	0	731	246.533	0.337255	737.284	1.0086	202.213	0.276626	246.533	737.284	7.55101	0.0103297	28.5434	0.039047	614485	54247	679803	172867	61575	1894	4268
chr1	59194437	59197392	1	2955	888.853	0.300796	490.937	0.166138	195.252	0.0660753	888.853	490.937	56.8843	0.0192502	53.7286	0.0181823	40819	510399	28375	1993	1993	0	9111
chr1	59467713	59468183	0	470	0	0	94.0147	0.200031	171.807	0.365546	0	94.0147	5.35502	0.0113937	9.40252	0.0200054	314095	783675	5208	17713	3053	138	4036
chr1	59516659	59517569	1	910	0	0	74.2233	0.0815641	0	0	0	74.2233	8.06901	0.00886704	6.71608	0.00738031	363041	832621	24210	3975	3995	3957	0
chr1	59599244	59600241	0	997	465.4	0.466801	752.763	0.755028	185.787	0.186346	465.4	752.763	12.5339	0.0125717	20.0523	0.0201126	445626	915206	11622	12415	12395	6668	28594
chr1	59762161	59763127	0	966	378.444	0.391764	269.861	0.279359	42742	44.2464	378.444	269.861	4879.71	5.05146	1964.17	2.0333	569020	782391	0	0	0	0	26597
chr1	60014847	60017463	0	2616	1657.61	0.633642	924.587	0.353435	362.505	0.138572	1657.61	924.587	28.7303	0.0109825	23.8901	0.00913228	314684	528055	251557	42048	9451	0	9490
chr1	60359166	60360286	0	1120	611.253	0.545761	1048.82	0.936448	276.942	0.24727	611.253	1048.82	16.4809	0.0147151	22.1151	0.0197456	26876	185232	77819	13688	6349	4466	4584
chr1	60529892	60530882	1	990	36.7784	0.0371499	284.379	0.287251	0	0	36.7784	284.379	2.04279	0.00206342	22.0671	0.02229	197602	14636	248545	184414	8514	12865	0
chr1	60551291	60551756	1	465	0	0	14.783	0.0317913	0	0	0	14.783	2.58266	0.00555411	6.71608	0.0144432	219001	5655	269944	205813	11747	633	19824
chr1	60736081	60736833	1	752	8.3619	0.0111195	139.18	0.18508	17.548	0.0233351	8.3619	139.18	11.6147	0.0154451	13.4322	0.0178619	403791	190445	454734	390603	0	2489	0
chr1	62303261	62303997	0	736	259.185	0.352153	194.835	0.264722	72.3898	0.0983557	259.185	194.835	13.5991	0.0184771	10.7457	0.0146002	116592	324304	94195	95057	31499	4602	41204
chr1	62336781	62337251	1	470	105.738	0.224974	0	0	0	0	105.738	0	1.02139	0.00217318	7.09986	0.0151061	150112	357824	127715	128577	1137	5047	29191
chr1	62863116	62866071	0	2955	819.578	0.277353	2361.44	0.799134	219.457	0.0742664	819.578	2361.44	35.9457	0.0121644	101.989	0.0345139	41456	109975	35045	7127	7125	0	7456
chr1	63274613	63275247	0	634	833.565	1.31477	332.398	0.524286	3.8259	0.00603454	833.565	332.398	14.9561	0.0235901	15.9267	0.025121	167194	127832	23601	24729	349	1428	2906
chr1	63441883	63442971	0	1088	118.971	0.109348	306.901	0.282078	116.097	0.106706	118.971	306.901	17.0281	0.0156508	33.5804	0.0308643	334464	38686	190871	12781	11499	3776	40263
chr1	63825272	63827073	0	1801	630.074	0.349846	2997.16	1.66416	321.576	0.178554	630.074	2997.16	25.9799	0.0144252	109.04	0.0605443	76796	40212	5731	6103	383	0	0
chr1	63864467	63865859	0	1392	2374.42	1.70576	223.868	0.160825	263.584	0.189356	2374.42	223.868	15.1166	0.0108596	7.67552	0.00551402	38010	79407	30267	31143	29860	3922	13941
chr1	63887567	63888272	1	705	100.897	0.143117	0	0	3.92496	0.00556732	100.897	0	8.87883	0.0125941	6.71608	0.00952635	15597	102507	53367	54243	18983	3982	5061
chr1	64824815	64826792	0	1977	538.751	0.272509	2765.02	1.39859	293.523	0.148469	538.751	2765.02	26.1987	0.0132518	24.3218	0.0123024	472359	225333	108680	108964	89820	302	72340
chr1	65644718	65645870	0	1152	950.413	0.825012	261.473	0.226973	84.4418	0.0733001	950.413	261.473	21.2158	0.0184165	19.4287	0.0168652	245237	176990	29379	30274	4214	7845	3399
chr1	65767578	65768223	1	645	134.857	0.209081	166.02	0.257396	0	0	134.857	166.02	1.40077	0.00217173	1.29524	0.00200813	122884	299850	35595	7322	6840	3848	18627
chr1	65814431	65814976	1	545	312.617	0.573609	6.93539	0.0127255	0	0	312.617	6.93539	4.61815	0.00847367	2.59049	0.00475319	76131	346703	70154	38738	38767	2938	20414
chr1	66064397	66065117	0	720	404.737	0.562135	411.975	0.572187	198.012	0.275017	404.737	411.975	9.89291	0.0137402	6.71608	0.00932789	166427	576676	104691	88339	72893	1057	25531
chr1	66906829	66907422	1	593	586.483	0.989011	192.458	0.324549	35.5227	0.0599033	586.483	192.458	21.1064	0.0355925	66.2014	0.111638	71659	153281	2900	1885	1625	2054	24718
chr1	67071110	67071721	0	611	316.9	0.518657	489.867	0.801747	108.3	0.17725	316.9	489.867	14.4673	0.0236781	14.3916	0.0235542	235940	10269	146435	3426	3386	847	77229
chr1	67201638	67202677	1	1039	73.5568	0.0707958	118.892	0.11443	148.445	0.142873	73.5568	118.892	14.5403	0.0139945	14.9673	0.0144055	203798	13109	15479	86671	2399	308	28578
chr1	68175242	68176220	1	978	266.471	0.272465	755.669	0.772668	336.599	0.344171	266.471	755.669	18.2975	0.0187091	22.9306	0.0234464	20502	90578	21499	24258	22139	7131	37282
chr1	68458722	68459141	1	419	0	0	103.044	0.245929	0	0	0	103.044	5.85842	0.0139819	20.9158	0.0499184	303982	112907	159811	167567	2933	3973	52086
chr1	69223022	69224159	0	1137	196.616	0.172925	332.872	0.292763	214.319	0.188495	196.616	332.872	5.25288	0.00461995	34.5398	0.0303781	1068282	433619	259699	260138	214840	5270	0
chr1	69363526	69364414	1	888	201.362	0.226759	97.071	0.109314	69.9934	0.0788215	201.362	97.071	3.05688	0.00344243	6.71608	0.00756315	1208786	574123	400203	400642	335915	1873	5651
chr1	70381495	70382236	1	741	243.409	0.328487	383.246	0.517201	144.229	0.194641	243.409	383.246	7.66045	0.010338	48.02	0.0648043	232759	769977	287756	117116	50560	12996	5182
chr1	70867832	70870806	0	2974	814.76	0.273961	2390.31	0.803736	745.726	0.250749	814.76	2390.31	48.6329	0.0163527	117.723	0.0395842	28512	281407	5220	5950	5950	0	3736
chr1	70994616	70995557	0	941	353.244	0.375392	947.202	1.00659	258.32	0.274517	353.244	947.202	17.3783	0.0184679	31.5656	0.0335447	95178	156656	115723	18632	18661	0	0
chr1	71112029	71114397	1	2368	506.349	0.21383	551.257	0.232794	110.951	0.0468543	506.349	551.257	14.4454	0.00610026	28.7832	0.0121551	212591	37816	233136	136045	27159	3266	0
chr1	71267062	71267579	1	517	105.738	0.204522	118.892	0.229966	0	0	105.738	118.892	6.36182	0.0123053	0	0	258430	114713	277026	108227	55838	5194	6531
chr1	72214839	72215693	0	854	96.2835	0.112744	137.529	0.16104	208.623	0.244289	96.2835	137.529	8.5797	0.0100465	8.92279	0.0104482	677186	527072	70111	532863	136596	4895	0
chr1	72309473	72310181	0	708	97.391	0.137558	365.004	0.515542	0	0	97.391	365.004	4.64004	0.00655373	0	0	771820	432584	164745	438375	231230	0	0
chr1	72393520	72394332	1	812	105.738	0.130219	116.911	0.143979	0	0	105.738	116.911	2.26165	0.00278529	12.6646	0.0155968	855867	348433	248792	354224	221860	5286	0
chr1	72406343	72407193	0	850	287.792	0.338579	328.312	0.386249	156.221	0.183789	287.792	328.312	6.56609	0.00772482	7.67552	0.00903002	868690	335572	261615	341363	208999	1935	9169
chr1	72666380	72668131	0	1751	268.575	0.153384	335.4	0.191548	101.706	0.0580845	268.575	335.4	23.9298	0.0136664	42.2154	0.0241093	1128727	74634	80799	80425	50040	5527	8922
chr1	73588214	73588553	1	339	0	0	0	0	0	0	0	0	2.8526	0.00841476	0	0	1588320	840070	838837	839510	16488	0	0
chr1	73666812	73667524	1	712	229.971	0.322993	0	0	154.912	0.217573	229.971	0	5.66873	0.0079617	14.6794	0.0206172	1509349	918668	917435	796652	20016	545	0
chr1	74100136	74100626	0	490	105.738	0.215792	154.56	0.315429	33.6679	0.06871	105.738	154.56	5.26018	0.0107351	3.88573	0.00793007	1076247	840630	562227	363550	96668	4197	5451
chr1	74309012	74310968	0	1956	405.673	0.207399	822.517	0.42051	277.029	0.141631	405.673	822.517	21.8724	0.0111822	50.1787	0.0256538	865905	630288	351885	153208	72588	0	34562
chr1	74405433	74405992	1	559	39.0429	0.0698442	133.133	0.238162	97.6046	0.174606	39.0429	133.133	3.82292	0.00683886	0.575664	0.00102981	770881	535264	256861	58184	58184	3820	993
chr1	74437265	74438131	1	866	4.401	0.00508199	350.679	0.404942	41.2541	0.0476375	4.401	350.679	0	0	0	0	738742	503125	224722	26045	26045	1948	24145
chr1	74515520	74516612	0	1092	498.367	0.45638	367.023	0.336102	230.943	0.211487	498.367	367.023	13.0592	0.011959	6.71608	0.00615026	660261	424644	146241	51196	51196	1140	1198
chr1	74793033	74793680	1	647	121.369	0.187587	397.327	0.614106	0	0	121.369	397.327	12.14	0.0187635	25.4252	0.039297	383193	147576	128028	71396	69036	777	6791
chr1	74927874	74928901	0	1027	360.672	0.35119	654.954	0.637735	342.083	0.33309	360.672	654.954	15.1969	0.0147973	29.3589	0.028587	247972	12355	210084	25790	415	1918	0
chr1	75091488	75091904	0	416	0	0	199.354	0.479216	0	0	0	199.354	9.07581	0.0218168	0	0	84969	53687	47081	26672	11640	11602	0
chr1	75275745	75276837	1	1092	274.551	0.25142	229.863	0.210498	0	0	274.551	229.863	13.9785	0.0128008	37.2263	0.03409	50305	3860	427	1139	359	653	25802
chr1	75745415	75746442	1	1027	262.906	0.255994	330.905	0.322205	72.8471	0.0709319	262.906	330.905	5.39878	0.00525685	0	0	452957	132141	93955	58494	13711	1071	32242
chr1	75915011	75915989	0	978	559.497	0.572083	694.463	0.710085	338.279	0.345889	559.497	694.463	10.6371	0.0108764	34.9236	0.0357092	283410	301737	73396	109927	37171	1807	46274
chr1	76350591	76352667	1	2076	173.127	0.0833945	210.687	0.101487	0	0	173.127	210.687	11.8919	0.00572829	38.4735	0.0185325	87496	242358	93790	21829	21809	12473	15700
chr1	76371852	76372424	1	572	32.1811	0.0562607	118.892	0.207854	110.951	0.19397	32.1811	118.892	10.7538	0.0188004	29.3109	0.0512428	108757	222601	115051	2072	2052	1905	0
chr1	76395763	76396196	1	433	2.73336	0.00631261	47.4652	0.109619	0	0	2.73336	47.4652	12.8112	0.029587	6.71608	0.0155106	132668	198829	138962	21119	6620	3910	5622
chr1	76581340	76582173	0	833	375.671	0.450985	1880.51	2.25751	232.958	0.279661	375.671	1880.51	13.9931	0.0167984	28.7832	0.0345537	318245	12852	37864	37823	20523	454	13130
chr1	76721429	76722873	0	1444	517.421	0.358325	906.876	0.62803	17.7781	0.0123117	517.421	906.876	17.3345	0.0120045	30.894	0.0213947	458334	21224	100945	37383	13363	6942	4017
chr1	77103793	77104500	0	707	69.0646	0.0976869	218.08	0.308458	28.6305	0.0404958	69.0646	218.08	6.14295	0.00868875	13.0484	0.018456	840698	127141	212147	29467	29256	11028	0
chr1	77313270	77313688	0	418	6.6015	0.0157931	0	0	0	0	6.6015	0	5.00482	0.0119733	15.3511	0.036725	712846	19879	20199	23608	16806	5175	22368
chr1	77315276	77316008	1	732	180.043	0.245961	413.111	0.564359	72.7125	0.099334	180.043	413.111	13.9931	0.0191162	14.5355	0.0198573	710526	17559	17879	21288	17133	2855	24374
chr1	77436823	77437302	1	479	416.063	0.868609	644.061	1.3446	0	0	416.063	644.061	19.0709	0.0398139	148.713	0.310466	589232	47777	102670	0	0	957	1091
chr1	77790799	77791503	0	704	229.412	0.32587	482.66	0.685596	0	0	229.412	482.66	9.13417	0.0129747	21.1077	0.0299825	235031	4124	42216	105595	11335	7249	0
